"TIPO";"PERIODO";"CO_ANO";"CO_PAIS";"NO_PAIS";"CO_PAIS_ISOA3";"NO_PPE_PPI";"NO_FAT_AGREG";"VL_FOB";"KG_LIQUIDO"
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Obras de alumínio, outras";"Produtos Manufaturados";17164260;3459318
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Obras de borracha vulcanizada não endurecida, outras";"Produtos Manufaturados";11717845;1908033
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Obras de cimento, concreto ou pedra artif. mesmo arm.";"Produtos Manufaturados";7642746;13322171
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Obras de ferro ou aço, outras";"Produtos Manufaturados";34509390;27278565
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Obras de mármore e granito";"Produtos Manufaturados";682976;994707
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Obras de plástico, outras";"Produtos Manufaturados";62008839;19129376
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Obras de titânio";"Produtos Manufaturados";540818;20423
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Óculos de sol";"Produtos Manufaturados";8450793;52365
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Óleos ácidos de refinação e ácidos graxos industriais";"Produtos Manufaturados";466327;424730
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Óleos combustíveis (óleo diesel,\"fuel-oil\",etc.)";"Produtos Manufaturados";15502987;39652378
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Óleos essenciais e seus subprodutos";"Produtos Manufaturados";1519374;45460
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Óleos lubrificantes";"Produtos Manufaturados";10;0
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Outros distribuidores/doseadores de sólidos/líquidos";"Produtos Manufaturados";273734;37504
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Óxido de zinco (branco de zinco)";"Produtos Manufaturados";9052;3500
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Óxidos e hidróxidos de alumínio";"Produtos Manufaturados";982623;1642097
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Painéis de fibras comprimidas de madeira";"Produtos Manufaturados";409860;554315
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Papéis,cartões e têxteis,fotográf.sensib.não impression";"Produtos Manufaturados";310609;86750
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Papel cristal/outs.papéis calandrados,etc.em rolos/fls.";"Produtos Manufaturados";1246583;995312
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Papel e cartão kraft, em rolos ou em folhas";"Produtos Manufaturados";229038;91123
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Papel e cartão revestidos, impregnados, recobertos, etc";"Produtos Manufaturados";3670922;2124586
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Papel e cartão, para escrita,impressão ou fins gráficos";"Produtos Manufaturados";16663051;22273076
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Papel fibra mec<=10%,40<=p<=150g/m2,fls.lado<=360mm";"Produtos Manufaturados";71299;83753
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Papel/cartão auto-adesiv.tiras/rolo l<=15cm,fls<=360mm";"Produtos Manufaturados";651228;202910
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Parafina contendo peso < 0.75% de óleo";"Produtos Manufaturados";1554693;1411235
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Parafusos,pinos,porcas e artefs.semelhs.de ferro ou aço";"Produtos Manufaturados";29385945;12175238
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Partes de aparelhos transmissores ou receptores";"Produtos Manufaturados";354357581;16751753
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Partes de calçados";"Produtos Manufaturados";10582436;869988
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Partes de motores e turbinas para aviação";"Produtos Manufaturados";100581;80
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Partes de motores para veículos automóveis";"Produtos Manufaturados";34033826;4149988
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Partes e acess.de aparelhos de gravacao/reprod.do som";"Produtos Manufaturados";4173527;372134
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Partes e acess.de motocicletas, bicicletas e outs.ciclo";"Produtos Manufaturados";54292025;18637856
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Partes e acess.p/apars.de raios x,outs.radiações,etc.";"Produtos Manufaturados";1508916;25344
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Partes e acess.p/instrum.e apars.p/navegação";"Produtos Manufaturados";57234;552
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Partes e acess.p/outs.máqs.apars.instrum.de óptica,etc.";"Produtos Manufaturados";540425;9407
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Partes e acessórios de máqs.automát.p/process.de dados";"Produtos Manufaturados";187801084;4396933
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Partes e acessórios para máquinas-ferramentas";"Produtos Manufaturados";3500255;489398
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Partes e apars.p/interrupção,etc. de circuito elétrico";"Produtos Manufaturados";9747150;421342
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Partes e peças de aviões, helicópteros,outs.veíc.aéreos";"Produtos Manufaturados";593791;343
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Partes e pecas para veículos automóveis e tratores";"Produtos Manufaturados";155665376;28850593
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Pastas de línteres de algodão";"Produtos Semimanufaturados";1079943;689088
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Pastas, gazes e ataduras cont.substâncias farmacêuticas";"Produtos Manufaturados";4941157;616986
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Peças isolantes para máquinas,apars.e instalações elétr";"Produtos Manufaturados";4034088;455295
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Pedras p/calcetar,placas p/paviment.de pedra natural";"Produtos Semimanufaturados";16159;51300
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Perfis e fios, de ferro ou aços";"Produtos Manufaturados";18259132;20820151
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Pigmentos opacificantes/cores preparad.e prepars.semelh";"Produtos Manufaturados";452394;76815
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Pigmentos utilizados na fabricação de tintas e tinturas";"Produtos Manufaturados";1568553;267055
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Pilhas, baterias e acumuladores elétricos";"Produtos Manufaturados";70283517;6917729
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Plataformas de perfuração ou de exploração, dragas,etc.";"Produtos Manufaturados";4000;100
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Platinas, agulhas, etc, util. na formação de malhas";"Produtos Manufaturados";327092;3074
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Pneumáticos";"Produtos Manufaturados";84649119;32037458
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Poliacetais e outros poliéteres, em formas primárias";"Produtos Manufaturados";8351501;5152617
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Poliamidas em formas primárias";"Produtos Manufaturados";1356366;309287
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Policloreto de vinila (PVC)";"Produtos Manufaturados";701802;300976
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Poliésteres, outros";"Produtos Manufaturados";2408408;1275053
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Polifosfatos";"Produtos Manufaturados";5590831;5919679
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Polímeros acrílicos em formas primárias";"Produtos Manufaturados";6975410;4438434
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Polímeros de acetato de vinila";"Produtos Manufaturados";2437944;1235956
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Polímeros de etileno, propileno e estireno";"Produtos Manufaturados";15697465;10592192
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Polímeros fluorados";"Produtos Manufaturados";2431898;286115
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Poliuretanos";"Produtos Manufaturados";2497622;970921
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Prensas p/fabr.painel de partículas,fibras madeira,etc.";"Produtos Manufaturados";73765;22200
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Preparações alimentícias, outras";"Produtos Manufaturados";3912260;934065
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Preparações e artigos farmacêuticos p/cirurgia, etc.";"Produtos Manufaturados";2460276;89225
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Preparações e conservas, de peixes";"Produtos Manufaturados";1022769;508445
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Preparações lubrificantes p/tratam.materias têxteis,etc";"Produtos Manufaturados";931011;376803
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Preparações químicas para usos fotográficos";"Produtos Manufaturados";872566;174236
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Preparações utilizadas na alimentação de animais";"Produtos Manufaturados";16188778;8590885
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Produtos cerâmicos refratários";"Produtos Manufaturados";3464294;1111254
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Produtos de confeitaria sem cacau";"Produtos Manufaturados";867363;374159
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Produtos de padaria";"Produtos Manufaturados";118938;91296
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Produtos de perfumaria,de toucador e prepars.cosméticas";"Produtos Manufaturados";5371881;1024726
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Produtos e preparações das ind.quím.ou conexas, outros";"Produtos Manufaturados";10939006;3877199
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Produtos e preparações tanantes";"Produtos Manufaturados";909312;636990
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Produtos hortícolas preparados/conserv.em acido acético";"Produtos Manufaturados";2178326;2646350
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Produtos hortícolas secos";"Produtos Básicos";19244766;3641392
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Produtos imunológicos modif.exc.os prepar.como medicam.";"Produtos Manufaturados";1124274;40306
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Produtos laminados planos de ferro ou aços";"Produtos Manufaturados";132098587;212983133
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Produtos semimanufaturados de ferro ou aços";"Produtos Semimanufaturados";820172;1181091
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Quadros e painéis c/apars.p/comando/distrib.de energia";"Produtos Manufaturados";19213235;665020
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Reagentes compostos de diagnóstico/de laboratório,etc.";"Produtos Manufaturados";2308338;152535
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Recipientes de ferro/aço,p/gases comprimidos/liquefeit.";"Produtos Manufaturados";516393;251367
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Refrigeradores,congeladores,apars.semelh.partes e peças";"Produtos Manufaturados";18959860;3042291
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Relógio de pulso,cx.metal comum,func.elétr.mostr.mecân.";"Produtos Manufaturados";607978;16607
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Resina de petróleo, de cumarona, etc, de forma primária";"Produtos Manufaturados";1968179;1195975
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Resinas epóxidas e policarbonatos";"Produtos Manufaturados";2392675;948188
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Resistências elétricas e partes, exceto de aquecimento";"Produtos Manufaturados";12775308;314351
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Revestim.de pavimentos,etc.de polímer.de cloreto vinila";"Produtos Manufaturados";6460470;5822787
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Robôs industriais";"Produtos Manufaturados";1029368;35115
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Rolamentos e engrenagens, suas partes e peças";"Produtos Manufaturados";120536960;22485219
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Rolhas,tampas e acessórios p/embalagem,de metais comuns";"Produtos Manufaturados";502590;92846
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Sabões, produtos e preparações, para limpeza";"Produtos Manufaturados";2152160;1171910
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Sementes de produtos hortícolas";"Produtos Básicos";2086348;4735
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Serviços de mesa e outs.artigos domésticos, de plástico";"Produtos Manufaturados";18427008;6790325
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Silícios";"Produtos Manufaturados";458383;342000
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Silicones em formas primárias";"Produtos Manufaturados";2672283;1011283
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Sobretudos,japonas,gabões,capas,casacos,etc.uso mascul.";"Produtos Manufaturados";34530808;3614406
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Sucos e extratos vegetais e matérias pécticas";"Produtos Semimanufaturados";3065020;198205
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Suéteres, pulôveres e artigos semelhantes, de malha";"Produtos Manufaturados";28478294;1848469
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Sulfato de amônio";"Produtos Manufaturados";49803237;346870786
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Sulfato de potássio";"Produtos Semimanufaturados";595182;1163925
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Sulfato dissódico";"Produtos Manufaturados";11301758;147080500
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Superfosfatos (adubos ou fertilizantes)";"Produtos Manufaturados";516231;2000000
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Teares para fabricação de malhas, rendas, bordados, etc";"Produtos Manufaturados";1927969;164672
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Teares para tecidos";"Produtos Manufaturados";262512;45631
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Tecido e feltro, utilizado em máquina p/ fabr.de papel";"Produtos Manufaturados";365374;14927
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Tecidos de algodão";"Produtos Manufaturados";14775667;2292709
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Tecidos de fibras têxteis, sintéticas ou artificiais";"Produtos Manufaturados";167723354;45562967
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Tecidos de malha";"Produtos Manufaturados";110687368;29060967
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Tecidos impregnados, revestidos,etc, com plástico";"Produtos Manufaturados";21915168;6280013
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Telas para pneumáticos, de fios de alta tenacidade";"Produtos Manufaturados";3565682;922754
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Tereftalato de polietileno";"Produtos Manufaturados";366255;354000
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Ternos";"Produtos Manufaturados";3474016;179631
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Tintas de impressão";"Produtos Manufaturados";1486779;189933
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Tintas, vernizes e pigmentos aquosos";"Produtos Manufaturados";420110;117163
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Torneiras, válvulas e dispositivos semelh.e suas partes";"Produtos Manufaturados";47790338;5472675
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Tornos para trabalhar metais";"Produtos Manufaturados";780960;117984
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Tratores";"Produtos Manufaturados";740972;267419
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Trigo em grãos";"Produtos Básicos";2920;400
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Tripas de animais";"Produtos Básicos";20147292;2981502
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Tubo de borracha vulcanizada não endurecida";"Produtos Manufaturados";10577609;3059071
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Tubos de alumínio e acessórios";"Produtos Manufaturados";3414293;684645
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Tubos de cobre e acessórios";"Produtos Manufaturados";6396475;678726
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Tubos de ferro fundido, ferro ou aço e seus acessórios";"Produtos Manufaturados";26741073;12769817
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Tubos de Raios x";"Produtos Manufaturados";901200;4048
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Tubos e seus acessórios, de plásticos";"Produtos Manufaturados";6812882;1229775
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Tubos flexíveis de ferro ou aço";"Produtos Manufaturados";811779;130417
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Turbinas a vapor e suas partes";"Produtos Manufaturados";143687;429
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Ureia mesmo em solução aquosa";"Produtos Manufaturados";865100;2466000
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Uvas frescas ou secas";"Produtos Básicos";32512;26500
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Vassouras, escovas, pincéis e artigos semelhantes";"Produtos Manufaturados";19982824;4006126
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Veículos de carga";"Produtos Manufaturados";219884;15830
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Veículos e materiais para vias férreas";"Produtos Manufaturados";7410755;3033590
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Videocassete e outros aparelhos videofônicos";"Produtos Manufaturados";12934206;651516
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Vidro em esferas, barras,varetas e tubos,não trabalhado";"Produtos Manufaturados";134242;113001
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Vidro flotado, desbastado ou polido,em chapas ou folhas";"Produtos Manufaturados";450664;1026266
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Vidros de segurança para veículos de transporte";"Produtos Manufaturados";1313097;514642
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Vinho de uvas";"Produtos Manufaturados";613;1000
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Vitamina \"E\" e seus derivados";"Produtos Manufaturados";4894488;774431
"IMPORTAÇÕES";"Jan-Abr";"2017";"160";"China";"CHN";"Vitamina C (ácido ascórbico) e seus derivados";"Produtos Manufaturados";6813106;1796074
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Abrasivos e pedras para amolar e semelhantes";"Produtos Manufaturados";79115875;13312121
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Aceleradores de reação e preparações catalíticas";"Produtos Manufaturados";2132728;127169
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Acetatos, nitratos, éteres de celulose e outs.derivados";"Produtos Manufaturados";22580685;6003856
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Ácido fosfórico (ortofosfórico)";"Produtos Manufaturados";3081068;3480471
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Acido sulfúrico";"Produtos Manufaturados";1928;1248
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Ácidos carboxílicos, seus anidridos, halogenetos, etc.";"Produtos Manufaturados";175678416;88136600
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Aditivos para óleos lubrificantes";"Produtos Manufaturados";1439025;353360
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Adubos ou fertiliz.cont.nitrogênio,fósforo e potássio";"Produtos Manufaturados";447292560;1093391898
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Agentes de apresto e acabamento,para a indústria têxtil";"Produtos Manufaturados";2336918;1085318
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Álcoois acíclicos e seus derivados halogenados, etc.";"Produtos Manufaturados";25537525;9580938
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Álcoois cíclicos e seus derivados halogenados";"Produtos Manufaturados";9560116;1165698
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Alhos comuns, frescos ou refrigerados";"Produtos Básicos";95478376;96783950
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Alumínio em bruto";"Produtos Semimanufaturados";3678974;1795309
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Alumínio em desperdícios e resíduos";"Produtos Básicos";47316;28369
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Ameixas e abrunhos frescos";"Produtos Básicos";146;53
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Ameixas secas";"Produtos Básicos";6760;5146
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Amendoim em grão";"Produtos Básicos";77;100
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Amplificadores de radiofrequência";"Produtos Manufaturados";10662017;438946
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Antibióticos";"Produtos Manufaturados";136102030;3959865
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Antiguidades com mais de 100 anos";"Produtos Manufaturados";4818;740
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Aparelhos de ar condicionado";"Produtos Manufaturados";395355206;70153856
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Aparelhos de fotocópia e de termocópia";"Produtos Manufaturados";201264327;12359743
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Aparelhos de gravação e reprodução de som";"Produtos Manufaturados";2609171;165377
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Aparelhos de oxigenoterapia";"Produtos Manufaturados";734345;12559
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Aparelhos de radio mesmo com apars.de grav.reprod.som";"Produtos Manufaturados";111285764;9223400
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Aparelhos de radionavegaçãoo ou radiossondagem (radar)";"Produtos Manufaturados";13603789;881836
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Aparelhos de raios x p/uso médico,cirúrgico ou veterin.";"Produtos Manufaturados";6734763;92630
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Aparelhos de tomografia computadorizada";"Produtos Manufaturados";32104056;549420
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Aparelhos e dispositivos eletr.de ignição ou arranque";"Produtos Manufaturados";67015777;10325698
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Aparelhos e dispositivos para fotografia e suas partes";"Produtos Manufaturados";4060134;691878
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Aparelhos e material p/laborat.fotográfico/cinematográf";"Produtos Manufaturados";552528;137664
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Aparelhos eletr.de comutação p/telefonia e telegrafia";"Produtos Manufaturados";78033522;887226
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Aparelhos eletr.de iluminação/sinaliz.p/automóveis,etc.";"Produtos Manufaturados";44314868;8578784
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Aparelhos elétricos de sinalização acústica ou visual";"Produtos Manufaturados";26558193;1119805
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Aparelhos elétricos para telefonia ou telegrafia,outros";"Produtos Manufaturados";15271978;385535
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Aparelhos eletromecânicos ou térmicos, uso doméstico";"Produtos Manufaturados";524607085;94224513
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Aparelhos mecânicos p/projetar/pulverizar líquidos/pós";"Produtos Manufaturados";66850314;11610135
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Aparelhos para interrupção e proteção de energia";"Produtos Manufaturados";351924721;21457776
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Aparelhos telefônicos, videofones";"Produtos Manufaturados";31208177;1548294
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Aparelhos transmissores de televisão,radiodifusão,etc.";"Produtos Manufaturados";764999;63556
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Aparelhos transmissores ou receptores, outros";"Produtos Manufaturados";365681725;8474781
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Aparelhos transmissores/recept.de radiotelefon.digitais";"Produtos Manufaturados";4283376;19815
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Aparelhos transmissores/recept.de sistema troncalizado";"Produtos Manufaturados";236438;22199
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Aparelhos transmissores/receptores de telecom.satélite";"Produtos Manufaturados";2687707;7565
"IMPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Aparelhos transmissores/receptores de telefonia celular";"Produtos Manufaturados";410309087;1436059
